1,"affect normal fires","P",131,"C","alt"
1,"alarm","P",131,"C","abj"
1,"armor","P",131,"C","c/s"
1,"audible glamer","P",131,"C","ill"
1,"burning hands","P",131,"C","alt"
1,"change self","P",132,"C","ill"
1,"charm person","P",132,"C","e/c"
1,"chill touch","P",132,"C","nec"
1,"color spray","P",132,"C","alt"
1,"comprehend languages (r)","P",133,"C","alt"
1,"dancing lights","P",133,"C","alt"
1,"detect magic","P",133,"C","div"
1,"detect undead","P",133,"C","div,nec"
1,"enlarge (r)","P",133,"C","alt"
1,"erase","P",134,"C","alt"
1,"feather fall","P",134,"C","alt"
1,"find familiar","P",134,"C","c/s"
1,"friends","P",134,"C","e/c"
1,"gaze reflection","P",135,"C","alt"
1,"grease","P",135,"C","c/s"
1,"hold portal","P",135,"C","alt"
1,"hypnotism","P",135,"C","e/c"
1,"identify","P",135,"C","div"
1,"jump","P",135,"C","alt"
1,"light","P",136,"C","alt"
1,"magic missile","P",136,"C","i/e"
1,"mending","P",136,"C","alt"
1,"message","P",136,"C","alt"
1,"mount","P",136,"C","c/s"
1,"Nystul's magic aura","P",136,"C","ill"
1,"phantasmal force","P",137,"C","ill"
1,"protection from evil (r)","P",137,"C","abj"
1,"Read Magic","P",137,"C","all"
1,"shield","P",147,"C","i/e"
1,"shocking grasp","P",137,"C","alt"
1,"sleep","P",138,"C","e/c"
1,"spider climb","P",138,"C","alt"
1,"spook","P",138,"C","ill"
1,"taunt","P",138,"C","e/c"
1,"Tenser's floating disc","P",138,"C","i/e"
1,"unseen servant","P",138,"C","c/s"
1,"ventriloquism","P",139,"C","ill"
1,"wall of fog","P",139,"C","i/e"
1,"wizard mark","P",139,"C","alt"
2,"alter self","P",139,"C","alt"
2,"bind","P",139,"C","e/c"
2,"blindness","P",140,"C","ill"
2,"blur","P",140,"C","ill"
2,"continual light","P",140,"C","alt"
2,"darkness, 15' radius","P",140,"C","alt"
2,"deafness","P",140,"C","ill"
2,"deeppockets","P",140,"C","alt,e/c"
2,"detect evil (r)","P",140,"C","div"
2,"detect invisibility","P",141,"C","div"
2,"esp","P",141,"C","div"
2,"flaming sphere","P",141,"C","i/e"
2,"fog cloud","P",141,"C","alt"
2,"fools gold","P",141,"C","alt,ill"
2,"forget","P",142,"C","e/c"
2,"glitterdust","P",142,"C","c/s"
2,"hypnotic pattern","P",142,"C","ill"
2,"improved phantasmal force","P",142,"C","ill"
2,"invisibility","P",142,"C","ill"
2,"irritation","P",142,"C","alt"
2,"knock (r)","P",143,"C","alt"
2,"know alignment (r)","P",143,"C","div"
2,"Leomund's trap","P",143,"C","ill"
2,"levitate","P",143,"C","alt"
2,"locate object (r)","P",143,"C","div"
2,"magic mouth","P",143,"C","alt"
